kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,amount
"427511","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0154","2",62725000
"403821","032","03212","511129","03212WA","2378","EBA","1","A","0","00000001","0152","2",1181271000
"403821","032","03212","524113","03212WA","2378","EBD","1","A","0","00000001","0152","2",50700000
"403835","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","0151","2",146835000
"626402","032","03212","522192","03212WA","2378","EBC","1","A","0","00000001","0151","2",10900000
"403821","032","03212","522151","03212WA","2378","EBD","1","A","0","00000001","0152","2",5100000
"403836","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","0152","2",64697000
"403836","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0152","2",15900000
"403835","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","0151","2",1184755000
"626402","032","03212","511122","03212WA","2378","EBA","1","A","0","00000001","0151","2",175579000
"626402","032","03212","533121","03212WA","2378","EBB","1","A","0","00000001","0151","2",233336000
"403822","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0152","2",619906000
"427511","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","0154","2",295464000
"403821","032","03212","521115","03212WA","2378","EBA","1","A","0","00000001","0152","2",264198000
"403835","032","03212","522151","03212WA","2378","EBC","2","A","0","00000001","0151","2",1800000
"403821","032","03212","511121","03212WA","2378","EBA","1","A","0","00000001","0152","2",614745000
"403836","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0152","2",226477000
"403821","032","03212","512411","03212WA","2378","EBA","1","A","0","00000001","0152","2",11238780000
"427511","032","03212","512211","03212WA","2378","EBA","2","A","0","00000001","0154","2",282255000
"403836","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0152","2",2721923000
"626402","032","03212","524114","03212DL","2375","AFA","1","D","0","00000001","0151","2",14000000
"403821","032","03212","511111","03212WA","2378","EBA","1","A","0","00000001","0152","2",8318665000
"403822","032","03212","522191","03212WA","2378","EBA","2","A","0","00000001","0152","2",22400000
"403821","032","03212","521213","03212WA","2378","EBA","1","A","0","00000001","0152","2",32450000
"239260","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","1753","2",251575000
"238010","032","03212","522191","03212DL","2376","SAC","2","A","0","00000001","1753","2",4880000
"238010","032","03212","524113","03212DL","2376","SAC","2","A","0","00000001","1753","2",133500000
"239260","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","1753","2",100110000
"239260","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","1753","2",17775400000
"239260","032","03212","511624","03212WA","2378","EBA","2","A","0","00000001","1753","2",182520000
"238010","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","1753","2",12720000
"239260","032","03212","511611","03212WA","2378","EBA","2","A","0","00000001","1753","2",1002677000
"238010","032","03212","521211","03212DL","2376","SDA","2","A","0","00000001","1753","2",4000000
"238010","032","03212","521211","03212DL","2376","QDD","2","A","0","00000001","1753","2",47924000
"238010","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","1753","2",1035500000
"238010","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","1753","2",287775000
"238010","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","1753","2",553750000
"239260","032","03212","524111","03212DL","2375","SCC","2","A","0","00000001","1753","2",295800000
"238010","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","1753","2",171274000
"238010","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","1753","2",3392756000
"238010","032","03212","523123","03212WA","2378","EBA","2","A","0","00000001","1753","2",50700000
"238010","032","03212","511153","03212WA","2378","EBA","2","A","0","00000001","1753","2",1103505000
"238010","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","1753","2",300852000
"239260","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","1753","2",183738000
"403833","032","03212","524113","03212WA","2378","EBA","2","A","0","00000001","3102","2",1800000
"403833","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","3102","2",18140000
"403833","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","3102","2",294102000
"403833","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","3102","2",14000
"403833","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","3102","2",65187000
"403833","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","3102","2",77772000
"427551","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","0601","2",241111000
"427551","032","03212","532111","03212DL","2376","RAA","2","D","0","00000001","0601","2",59500000
"427551","032","03212","533121","03212DL","2376","RBI","2","A","0","00000001","0601","2",278400000
"427551","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0601","2",3899910000
"427551","032","03212","522141","03212DL","2376","SAC","2","A","0","00000001","0601","2",53069000
"427551","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","0601","2",327425000
"427573","032","03212","521811","03212DL","2376","SAC","2","A","0","00000001","0805","2",46850000
"427573","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0805","2",128551000
"403817","032","03212","521131","03212WA","2378","EBA","2","A","0","00000001","0855","2",133162000
"427573","032","03212","522192","03212DL","2376","SAC","2","A","0","00000001","0805","2",42500000
"427573","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","0805","2",713576000
"403817","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","0855","2",28172000
"403817","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","0855","2",50578000
"403817","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0855","2",122810000
"427573","032","03212","511152","03212WA","2378","EBA","2","A","0","00000001","0805","2",664116000
"427573","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","0805","2",727170000
"427573","032","03212","521213","03212DL","2376","SAC","2","A","0","00000001","0805","2",34280000
"403823","032","03212","523119","03212WA","2378","EBA","2","A","0","00000001","1151","2",28555000
"403823","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","1151","2",295222000
"403823","032","03212","511624","03212WA","2378","EBA","2","A","0","00000001","1151","2",318060000
"403823","032","03212","522151","03212DL","2375","DDA","2","A","0","00000001","1151","2",15800000
"403823","032","03212","524113","03212WA","2378","EBA","2","A","0","00000001","1151","2",200000
"403823","032","03212","511625","03212WA","2378","EBA","2","A","0","00000001","1151","2",104814000
"403823","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","1151","2",139340000
"403823","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","1151","2",18374309000
"652009","032","03212","523131","03212WA","2378","EBA","2","A","0","00000001","1206","2",75000000
"652009","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","1206","2",2836063000
"652009","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","1206","2",1959804000
"652009","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","1206","2",323600000
"652009","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","1206","2",284250000
"652009","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","1206","2",51000
"652009","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","1206","2",207629000
"652009","032","03212","521241","03212DL","2376","SAC","2","A","0","00000001","1206","2",30225000
"652009","032","03212","521213","03212WA","2378","EBA","2","A","0","00000001","1206","2",2760000
"403824","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","0210","2",5710000
"653526","032","03212","524113","03212WA","2378","EBD","2","A","0","00000001","0211","2",11250000
"653526","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","0211","2",439466000
"403832","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0211","2",181557000
"403832","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0211","2",664800000
"403824","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0210","2",114548000
"403824","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","0210","2",23501000
"403832","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","0211","2",600000
"653526","032","03212","522151","03212WA","4345","EBC","2","D","0","00000001","0211","2",10000000
"653526","032","03212","521241","03212WA","4345","EBC","2","A","0","00000001","0211","2",24940000
"653526","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","0211","2",4500000
"653526","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0211","2",49320000
"653526","032","03212","522191","03212WA","2378","EBA","2","A","0","00000001","0211","2",582006000
"403824","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0210","2",25000
"403832","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0211","2",1067936000
"653526","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0211","2",295380000
"403829","032","03212","511622","03212WA","2378","EBA","2","A","0","00000001","0252","2",11570000
"403829","032","03212","522151","03212DL","2375","DDA","2","A","0","00000001","0252","2",23400000
"403830","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0258","2",505992000
"403830","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0258","2",142072000
"403829","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0252","2",208000
"403829","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0252","2",229946000
"403829","032","03212","522191","03212DL","2375","QDD","2","A","0","00000001","0252","2",25000000
"403829","032","03212","521213","03212WA","2378","EBA","2","A","0","00000001","0252","2",6936000
"403829","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","0252","2",38040000
"403830","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","0258","2",1500000
"403830","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","0258","2",336045000
"403879","032","03212","522141","03212DL","2376","SAC","2","A","0","00000001","0222","2",39000000
"403879","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0222","2",2240273000
"403879","032","03212","521213","03212WA","2378","EBA","2","A","0","00000001","0222","2",8160000
"403879","032","03212","522151","03212DL","2376","SDA","2","A","0","00000001","0222","2",2700000
"403879","032","03212","522192","03212WA","2378","EBA","2","A","0","00000001","0222","2",1089000
"403879","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","0222","2",39307000
"403834","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","0401","2",96644000
"403834","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","0401","2",2690000
"403834","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0401","2",69000000
"403834","032","03212","521219","03212WA","2378","EBA","2","A","0","00000001","0401","2",63236000
"403834","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","0401","2",121550000
"403834","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0401","2",136200000
"403834","032","03212","524113","03212WA","2378","EBD","2","A","0","00000001","0401","2",150000
"403834","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0401","2",83734000
"403834","032","03212","522141","03212WA","2378","EBA","2","A","0","00000001","0401","2",33000000
"403826","032","03212","522141","03212WA","2378","EBA","2","A","0","00000001","2251","2",6600000
"403826","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","2251","2",3250000
"403826","032","03212","523199","03212WA","2378","EBA","2","A","0","00000001","2251","2",16100000
"403826","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","2251","2",2100000
"403826","032","03212","521811","03212WA","2378","EBC","2","A","0","00000001","2251","2",4000000
"403826","032","03212","521213","03212WA","2378","EBA","2","A","0","00000001","2251","2",8160000
"403826","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","2251","2",108000000
"403838","032","03212","522191","03212DL","2376","SAC","2","A","0","00000001","2451","2",10813000
"245124","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","2451","2",840994000
"245124","032","03212","524113","03212DL","2376","SAC","2","A","0","00000001","2451","2",900000
"403838","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","2451","2",3500000
"245124","032","03212","522141","03212DL","2376","SAC","2","A","0","00000001","2451","2",40989000
"245124","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","2451","2",40350000
"403838","032","03212","533121","03212DL","2376","RBJ","2","A","0","00000001","2451","2",1499910000
"245124","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","2451","2",41300000
"403838","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","2451","2",194800000
"245124","032","03212","512211","03212WA","2378","EBA","2","A","0","00000001","2451","2",34817000
"245124","032","03212","522191","03212DL","2376","SAC","2","A","0","00000001","2451","2",6000000
"403838","032","03212","521131","03212DL","2376","SAC","2","A","0","00000001","2451","2",411800000
"245124","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","2451","2",140601000
"245124","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","2451","2",41554000
"403838","032","03212","521811","03212DL","2376","SAC","2","A","0","00000001","2451","2",28500000
"427582","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","1312","2",73522000
"427582","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","1312","2",5004000
"427582","032","03212","524113","03212WA","2378","EBA","2","A","0","00000001","1312","2",750000
"403839","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","1905","2",54942000
"403839","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","1905","2",2343000
"403839","032","03212","524113","03212DL","2376","QDD","2","A","0","00000001","1905","2",16200000
"427602","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","1905","2",6480000
"427618","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","2151","2",2259327000
"238755","032","03212","521211","03212DL","2375","SCC","2","A","0","00000001","2151","2",606385000
"427618","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","2151","2",2012000
"238755","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","2151","2",169080000
"427618","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","2151","2",105689000
"238755","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","2151","2",190000000
"427618","032","03212","522141","03212DL","2376","SAC","2","A","0","00000001","2151","2",10000000
"238755","032","03212","521131","03212WA","2378","EBA","2","A","0","00000001","2151","2",21388000
"238755","032","03212","521211","03212DL","2375","SCC","2","D","0","00000001","2151","2",43245000
"238755","032","03212","522151","03212DL","2375","SCC","2","D","0","00000001","2151","2",33480000
"427630","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","3351","2",1230595000
"427630","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","3351","2",23943000
"634146","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","3351","2",228000000
"427630","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","3351","2",68474000
"634146","032","03212","521219","03212WA","2378","EBA","2","A","0","00000001","3351","2",3807000
"634146","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","3351","2",6000000
"634146","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","3351","2",146052000
"634146","032","03212","523121","03212DL","2376","SAC","2","A","0","00000001","3351","2",489000000
"427630","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","3351","2",27120000
"634146","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","3351","2",2207520000
"634146","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","3351","2",95640000
"634146","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","3351","2",6242000
"634146","032","03212","521832","03212DL","2376","SAC","2","A","0","00000001","3351","2",779745000
"427630","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","3351","2",20007000
"634146","032","03212","532111","03212DL","2376","RAA","2","A","0","00000001","3351","2",300000000
"403837","032","03212","524113","03212DL","2376","SDA","2","A","0","00000001","0209","2",6000000
"403837","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0209","2",135912000
"403837","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0209","2",533124000
"403837","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","0209","2",146370000
"403837","032","03212","522141","03212DL","2376","SAC","2","A","0","00000001","0209","2",140516000
"403837","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","0209","2",26040000
"403837","032","03212","511153","03212WA","2378","EBA","2","A","0","00000001","0209","2",728464000
"403837","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0209","2",308817000
"238762","032","03212","522151","03212DL","2375","SCC","2","A","0","00000001","0511","2",90900000
"238762","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0511","2",401101000
"238762","032","03212","511625","03212WA","2378","EBA","2","A","0","00000001","0511","2",167725000
"238762","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","0511","2",14000000
"238762","032","03212","511622","03212WA","2378","EBA","2","A","0","00000001","0511","2",49481000
"238762","032","03212","522141","03212DL","2375","SCC","2","A","0","00000001","0511","2",120900000
"352595","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","2007","2",1500000
"352595","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","2007","2",12400000
"403820","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","2007","2",1037000
"352595","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","2007","2",7000000
"403820","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","2007","2",612426000
"352595","032","03212","521213","03212DL","2376","SAC","2","A","0","00000001","2007","2",2100000
"239188","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0354","2",1441409000
"237373","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0354","2",3875905000
"239188","032","03212","525115","03212DL","2375","DCC","2","F","0","00000001","0354","2",28428000
"239188","032","03212","525119","03212WA","2378","EBA","2","F","0","00000001","0354","2",71926000
"239188","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0354","2",489876000
"237373","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0354","2",625021000
"237373","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0354","2",191492000
"239188","032","03212","537115","03212DL","2375","RBQ","2","F","0","00000001","0354","2",120000000
"237373","032","03212","524113","03212DL","2376","SDA","2","A","0","00000001","0354","2",300000
"239188","032","03212","525112","03212WA","2378","EBA","2","F","0","00000001","0354","2",56176000
"239188","032","03212","521211","03212DL","2375","DDA","2","A","0","00000001","0354","2",7700000
"239188","032","03212","521219","03212DL","2375","QDD","2","A","0","00000001","0354","2",2335480000
"237373","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0354","2",64970000
"239188","032","03212","525112","03212DL","2375","SCC","2","F","0","00000001","0354","2",2119195000
"237373","032","03212","522151","03212DL","2376","SDA","2","A","0","00000001","0354","2",1800000
"239188","032","03212","533115","03212DL","2375","RBQ","2","A","0","00000001","0354","2",34323000
"239188","032","03212","525115","03212WA","4345","EBC","2","F","0","00000001","0354","2",35640000
"239188","032","03212","525113","03212WA","2378","EBA","2","F","0","00000001","0354","2",46100000
"239188","032","03212","522191","03212DL","2375","QDD","2","A","0","00000001","0354","2",40800000
"403875","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0953","2",30866000
"403875","032","03212","524113","03212WA","2378","EBD","2","A","0","00000001","0953","2",11700000
"403875","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0953","2",47086000
"403875","032","03212","521219","03212DL","2376","SDA","2","A","0","00000001","0953","2",93830000
"403875","032","03212","512211","03212WA","2378","EBA","2","A","0","00000001","0953","2",32769000
"403875","032","03212","521213","03212WA","2378","EBA","2","A","0","00000001","0953","2",8160000
"238741","032","03212","521219","03212DL","2375","DDA","2","A","0","00000001","0751","2",39180000
"238741","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","0751","2",9600000
"238741","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0751","2",236000
"238741","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","0751","2",2811931000
"238741","032","03212","521211","03212WA","2378","EBC","2","D","0","00000001","0751","2",33190000
"238741","032","03212","522151","03212WA","2378","EBC","2","D","0","00000001","0751","2",8600000
"238741","032","03212","524111","03212DL","2375","DDA","2","A","0","00000001","0751","2",38153000
"403827","032","03212","521213","03212DL","2375","QDD","2","A","0","00000001","2201","2",6084200000
"403827","032","03212","511628","03212WA","2378","EBA","2","A","0","00000001","2201","2",246074000
"440013","032","03212","521211","03212DL","2376","SDA","2","A","0","00000001","2202","2",7000000
"403827","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","2201","2",745482000
"440013","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","2202","2",28246000
"403827","032","03212","521211","03212DL","2375","QDD","2","A","0","00000001","2201","2",33908000
"403827","032","03212","521113","03212WA","2378","EBA","2","A","0","00000001","2201","2",164190000
"440013","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","2202","2",99143000
"403827","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","2201","2",7500000
"403827","032","03212","522191","03212DL","2375","QDD","2","A","0","00000001","2201","2",23800000
"403827","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","2201","2",314190000
"440013","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","2202","2",18357000
"440013","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","2202","2",48000000
"440013","032","03212","521211","03212DL","2376","QDD","2","A","0","00000001","2202","2",132549000
"403827","032","03212","522141","03212WA","2378","EBA","2","A","0","00000001","2201","2",60000000
"403828","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","1907","2",23185000
"403828","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","1907","2",24908740000
"403828","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","1907","2",228798000
"403828","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","1907","2",194112000
"403828","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","1907","2",1349124000
"403828","032","03212","522191","03212WA","2378","EBC","2","A","0","00000001","1907","2",750000
"403828","032","03212","524115","03212WA","2378","EBA","2","A","0","00000001","1907","2",679000
"403828","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","1907","2",836111000
"403828","032","03212","524111","03212WA","2378","EBC","2","A","0","00000001","1907","2",19651000
"403821","032","03212","521211","03212WA","2378","EBA","1","K","0","2PXFA8WA","0152","2",3768000
"403821","032","03212","524113","03212WA","2378","EBA","1","K","0","2PXFA8WA","0152","2",600000
"403821","032","03212","522191","03212WA","2378","EBA","1","K","0","2PXFA8WA","0152","2",1384000
"622035","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","0503","2",2400000
"622035","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0503","2",125340000
"622035","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","0503","2",2640000
"622035","032","03212","525112","03212DL","2376","SAC","2","F","0","00000001","0503","2",81180000
"403821","032","03212","522113","03212WA","2378","EBA","1","A","0","00000001","0152","2",45556000
"403836","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0152","2",69508000
"403836","032","03212","524119","03212WA","2378","EBC","2","A","0","00000001","0152","2",4215000
"403822","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0152","2",2846516000
"403822","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","0152","2",69920000
"403836","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0152","2",83060000
"427511","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","0154","2",42083000
"403835","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0151","2",52537000
"403835","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0151","2",681210000
"403835","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","0151","2",88530000
"403835","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0151","2",5574259000
"626402","032","03212","512411","03212WA","2378","EBA","1","A","0","00000001","0151","2",11026395000
"403821","032","03212","523199","03212WA","2378","EBA","1","A","0","00000001","0152","2",121920000
"626402","032","03212","521219","03212WA","4345","EBC","1","A","0","00000001","0151","2",6673848000
"403836","032","03212","521219","03212WA","2378","EBA","2","A","0","00000001","0152","2",11000000
"427511","032","03212","522151","03212WA","2378","EBD","2","A","0","00000001","0154","2",4000000
"626402","032","03212","522119","03212WA","2378","EBA","1","A","0","00000001","0151","2",570000000
"403836","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0152","2",969140000
"403836","032","03212","524111","03212WA","2378","EBC","2","A","0","00000001","0152","2",17900000
"403821","032","03212","511124","03212WA","2378","EBA","1","A","0","00000001","0152","2",2509359000
"403835","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0151","2",58000
"626402","032","03212","524113","03212WA","2378","EBA","1","A","0","00000001","0151","2",563068000
"626402","032","03212","511126","03212WA","2378","EBA","1","A","0","00000001","0151","2",446470000
"626402","032","03212","521115","03212WA","2378","EBA","1","A","0","00000001","0151","2",334762000
"427511","032","03212","521113","03212DL","2376","SAC","2","A","0","00000001","0154","2",104340000
"427511","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","0154","2",7500000
"427511","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0154","2",576101000
"427511","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0154","2",6712793000
"403835","032","03212","524111","03212WA","2378","EBC","2","A","0","00000001","0151","2",22000000
"403835","032","03212","521811","03212WA","2378","EBC","2","A","0","00000001","0151","2",6000000
"626402","032","03212","521211","03212WA","2378","EBD","1","A","0","00000001","0151","2",780576000
"626402","032","03212","524211","03212WA","4345","EBC","1","A","0","00000001","0151","2",142041000
"403836","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0152","2",1534918000
"403836","032","03212","521211","03212WA","2378","EBC","2","A","0","00000001","0152","2",9555000
"427511","032","03212","521241","03212DL","2376","SAC","2","A","0","00000001","0154","2",632162000
"403836","032","03212","521213","03212WA","2378","EBA","2","A","0","00000001","0152","2",44280000
"626402","032","03212","524119","03212DL","2375","AFA","1","A","0","00000001","0151","2",151341000
"403821","032","03212","522141","03212WA","2378","EBA","1","A","0","00000001","0152","2",169244000
"239260","032","03212","522191","03212DL","2375","QDD","2","A","0","00000001","1753","2",13820000
"239260","032","03212","521219","03212DL","2375","SCC","2","A","0","00000001","1753","2",3003000
"239260","032","03212","511628","03212WA","2378","EBA","2","A","0","00000001","1753","2",227949000
"238010","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","1753","2",9000000
"238010","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","1753","2",216858000
"238010","032","03212","521241","03212DL","2376","SAC","2","A","0","00000001","1753","2",328950000
"238010","032","03212","521832","03212DL","2376","SAC","2","A","0","00000001","1753","2",450000000
"239260","032","03212","524111","03212DL","2375","QDD","2","A","0","00000001","1753","2",459645000
"239260","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","1753","2",91800000
"239260","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","1753","2",162360000
"238010","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","1753","2",415975000
"238010","032","03212","521811","03212DL","2376","SAC","2","D","0","00000001","1753","2",21415000
"403833","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","3102","2",49596000
"403833","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","3102","2",594564000
"403833","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","3102","2",4117000
"427551","032","03212","524113","03212DL","2376","SAC","2","A","0","00000001","0601","2",268960000
"427551","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0601","2",139845000
"427551","032","03212","521213","03212DL","2376","SAC","2","A","0","00000001","0601","2",32450000
"427551","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0601","2",135828000
"427551","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","0601","2",7020000
"427551","032","03212","522192","03212DL","2376","SAC","2","A","0","00000001","0601","2",41800000
"427551","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0601","2",300129000
